smi,seed_smi,ori_smi,component,diameter,hash_distance,comp2
*COC1=CC=C2C(=C1)NC1=CC=CC=C12,*COc1ccc2c(c1)[nH]c1ccccc12,O=C([O-])COc1ccc2c(c1)[nH]c1ccccc12,Hydrophilic;R5_aro1_1;R6_aro1_0;R6_aro1_0;,5.153,74ff386e49be36b92ab30fef43f8327a,R5;R6;R6;
*NC1=CC(O)=CC(C(F)(F)F)=C1,*Nc1cc(O)cc(C(F)(F)F)c1,Oc1cc(Nc2nccc(-c3nccs3)n2)cc(C(F)(F)F)c1,Hydrophilic;R6_aro1_0;,3.0,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
*c1nc(NC)cc2c1[nH]c1ccccc12,*c1nc(NC(*)*)cc2c1[nH]c1ccccc12,COc1ccc(-c2nc(NC(=O)NCCCCC(=O)NO)cc3c2[nH]c2ccccc23)cc1,Hydrophilic;R5_aro1_1;R6_aro1_0;R6_aro1_1;,5.153,2c701f3a5b8516882f0c04e6eae8a736,R5;R6;R6;
*CNc1cc2c([nH]c3ccccc32)c(C)n1,*c1nc(NC(*)*)cc2c1[nH]c1ccccc12,COc1ccc(-c2nc(NC(=O)NCCCCC(=O)NO)cc3c2[nH]c2ccccc23)cc1,Hydrophilic;R5_aro1_1;R6_aro1_0;R6_aro1_1;,5.153,2c701f3a5b8516882f0c04e6eae8a736,R5;R6;R6;
*CS(=O)C1=NC2=CC=CC(C)=C2N1,*CS(=O)c1nc2cccc(C)c2[nH]1,Cc1cccc2nc([S@](=O)Cc3ccccc3N)[nH]c12,Hydrophilic;R5_aro1_2;R6_aro1_0;,3.758,861f7a962a013d535cf6f9b1f2103a3c,R5;R6;
*CC([NH3+])c1cccc2c1OCO2,*C(*)C([NH3+])c1cccc2c1OCO2,CC1=C(C(=O)[O-])N2C(=O)[C@H](NC(=O)[C@@H]([NH3+])c3cccc4c3OCO4)[C@H]2SC1,Hydrophilic;R5_aro0_2;R6_aro1_0;,3.889,bbb3ebd36ec1c4683fe1ce482f9c1540,R5;R6;
*CN(C)c1ccccc1CS(C)=O,*CN(C*)c1ccccc1CS(*)=O,CCN(CC)c1ccccc1C[S@](=O)c1[nH]c2c([n+]1Cc1ccccn1)CCC2,Hydrophilic;Hydrophilic;R6_aro1_0;,3.969,84b6abffc38d02937536801a9cec433d,R6;
*S(=O)Cc1ccccc1N(C)C,*CN(C*)c1ccccc1CS(*)=O,CCN(CC)c1ccccc1C[S@](=O)c1[nH]c2c([n+]1Cc1ccccn1)CCC2,Hydrophilic;Hydrophilic;R6_aro1_0;,3.969,84b6abffc38d02937536801a9cec433d,R6;
*C(O)c1ccc(C)cc1,*c1ccc(C(*)O)cc1,COc1ccc(CCNC(=O)NC(=O)c2ccc([C@H](O)c3ccccc3)cc2)cc1,R6_aro1_0;,0.0,73ed2c52819b12178180e74e5ccf386f,R6;
*c1ccc(CO)cc1,*c1ccc(C(*)O)cc1,COc1ccc(CCNC(=O)NC(=O)c2ccc([C@H](O)c3ccccc3)cc2)cc1,R6_aro1_0;,0.0,73ed2c52819b12178180e74e5ccf386f,R6;
*CCC1=CCCCC1,*CCC1=CCCCC1,O=C(NCCC1=CCCCC1)c1cc2ccccc2c(=O)[nH]1,R6_aro0_0;,0.0,f930717533ac9b1f27f5f064360b75a5,R6;
*CNC(=O)c1ccccc1OC,*C(*)NC(=O)c1ccccc1OC,COc1ccccc1C(=O)N[C@H](CCSC)C(=O)OCC(=O)NC(=O)NCc1ccco1,Hydrophilic;Hydrophilic;Hydrophilic;R6_aro1_0;,3.969,62219924b2db24841fe2d77041e9c262,R6;
*CC(O)C1=CC=C(Cl)C=C1Cl,*CC(O)c1ccc(Cl)cc1Cl,O=C(C[C@@H](O)c1ccc(Cl)cc1Cl)NO,R6_aro1_0;,0.0,73ed2c52819b12178180e74e5ccf386f,R6;
*CNC1CCCc2ccccc2C1,*C(*)NC1CCCc2ccccc2C1,COCc1n[nH]c(CNC(=O)N[C@H]2CCCc3ccccc3C2)n1,Hydrophilic;R6_aro1_0;R78_aro0_0;,3.229,9bf0dfc73795947c6a0c1ffcb89c0b63,R6;R78;
*CCN1CCCC(C)C1,*C(*)CN1CCCC(C)C1,C[C@@H]1CCCN(CC(=O)[C@H](C#N)c2nc3ccccc3[nH]2)C1,R6_aro0_1;,0.0,c354fed2113578bcc08251abb8747eaf,R6;
*CNc1cc(Cl)ccc1OC,*C(*)Nc1cc(Cl)ccc1OC,COc1ccc(Cl)cc1NC(=O)CNc1ccccc1F,Hydrophilic;Hydrophilic;R6_aro1_0;,3.0,9de6ed144f9ba9230d86416991ae4e07,R6;
*CNCc1c(O)ccc2cccc(O)c12,*C(*)NCc1c(O)ccc2cccc(O)c12,CCc1c(C(=O)NCc2c(O)ccc3cccc(O)c23)[nH]c(C)c1C(C)=O,Hydrophilic;R6_aro1_0;R6_aro1_0;,3.969,6aed7a82aabd5bac388083e21c40de9c,R6;R6;
*CS(=O)(=O)C1=CN(C)C2=CC=CC=C12,*CS(=O)(=O)c1cn(C)c2ccccc12,Cn1cc(S(=O)(=O)CC(=O)Nc2ccc(Br)cc2)c2ccccc21,Hydrophilic;Hydrophilic;R5_aro1_1;R6_aro1_0;,3.155,e5d89ff803e1b1d646270dc2cbcdbbfe,R5;R6;
*CNC(=O)c1cc2c(C)cc(C)cc2[nH]1,*C(*)NC(=O)c1cc2c(C)cc(C)cc2[nH]1,CC[C@H](C)NC(=O)c1cc2c(C)cc(C)cc2[nH]1,Hydrophilic;Hydrophilic;R5_aro1_1;R6_aro1_0;,3.758,e5d89ff803e1b1d646270dc2cbcdbbfe,R5;R6;
*NC1=C(NCC2=CC=CC=C2F)C(=O)C1=O,*Nc1c(NCc2ccccc2F)c(=O)c1=O,O=c1c(NCc2ccccc2F)c(Nc2ccncc2)c1=O,Hydrophilic;Hydrophilic;Hydrophilic;Hydrophilic;Hydrophilic;R34_aro1_0;R6_aro1_0;,6.443,99a59897c2b7ec51e716f1cfe2bb0842,R34;R6;
*CNCc1ccccc1C(F)(F)F,*C(*)NCc1ccccc1C(F)(F)F,C[C@H](C#Cc1ccc(C(=O)NCc2ccccc2C(F)(F)F)cc1)N(O)C(N)=O,Hydrophilic;R6_aro1_0;,3.969,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
*CNC(=O)C1=CC2=CC=C(C3=CC=NC(N)=N3)C=C2N1,*CNC(=O)c1cc2ccc(-c3ccnc(N)n3)cc2[nH]1,COc1cccc(CNC(=O)c2cc3ccc(-c4ccnc(N)n4)cc3[nH]2)c1,Hydrophilic;Hydrophilic;Hydrophilic;R5_aro1_1;R6_aro1_0;R6_aro1_2;,8.146,3cfa5c3448dbe93b90ced5a115139ab2,R5;R6;R6;
*C1CC(=O)NC2=C1N=CN2C1=CC=C(F)C=C1,*C1CC(=O)Nc2c1ncn2-c1ccc(F)cc1,O=C1C[C@H](c2ccc(C(=O)[O-])cc2)c2ncn(-c3ccc(F)cc3)c2N1,Hydrophilic;Hydrophilic;R5_aro1_2;R6_aro0_1;R6_aro1_0;,7.276,1fcc4a5132a49c93bc9d22c025e37886,R5;R6;R6;
*CNc1ccnc2c(F)ccc(F)c12,*C(*)Nc1ccnc2c(F)ccc(F)c12,CN(C)c1ccc(NC(=O)Nc2ccnc3c(F)ccc(F)c23)cc1,Hydrophilic;Hydrophilic;Hydrophilic;R6_aro1_0;R6_aro1_1;,3.969,5f8a2409caf34bdd76637d812d9f3cf5,R6;R6;
*CNc1cc(C(=O)NC)ccc1Oc1ccc(F)c(F)c1,*CNC(=O)c1ccc(Oc2ccc(F)c(F)c2)c(NC(*)*)c1,O=C(Nc1cccc(F)c1)Nc1cc(C(=O)NCC[NH+]2CCCC2)ccc1Oc1ccc(F)c(F)c1,Hydrophilic;Hydrophilic;Hydrophilic;Hydrophilic;Hydrophilic;Hydrophilic;R6_aro1_0;R6_aro1_0;,7.937,be4531e34d50f341c09f1de3eb652026,R6;R6;
*CNC(=O)c1ccc(Oc2ccc(F)c(F)c2)c(NC)c1,*CNC(=O)c1ccc(Oc2ccc(F)c(F)c2)c(NC(*)*)c1,O=C(Nc1cccc(F)c1)Nc1cc(C(=O)NCC[NH+]2CCCC2)ccc1Oc1ccc(F)c(F)c1,Hydrophilic;Hydrophilic;Hydrophilic;Hydrophilic;Hydrophilic;Hydrophilic;R6_aro1_0;R6_aro1_0;,7.937,be4531e34d50f341c09f1de3eb652026,R6;R6;
*C1=CC2=CC=CC(OC)=C2OC1=O,*c1cc2cccc(OC)c2oc1=O,COc1cccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc12,Hydrophilic;Hydrophilic;R6_aro1_0;R6_aro1_1;,3.969,1359fde61ccb77bb5875c5669086543f,R6;R6;
*CNc1cccc2cccnc12,*C(*)Nc1cccc2cccnc12,Cc1ncc(C(=O)Nc2cccc3cccnc23)[nH]1,Hydrophilic;R6_aro1_0;R6_aro1_1;,3.0,f5b86a764132ed7049a7c3afbd1157e0,R6;R6;
*C1=NNC(C2=CC=CC=C2OC)=C1,*c1cc(-c2ccccc2OC)[nH]n1,COc1ccccc1-c1cc(-c2ccc(OC(C)C)cc2)n[nH]1,Hydrophilic;R5_aro1_2;R6_aro1_0;,4.276,a4bd484baa5fbd8055e7f6436db82d3d,R5;R6;
*NC1CNC(=O)NC1=O,*NC1CNC(=O)NC1=O,Cc1ccc(N[C@@H]2CNC(=O)NC2=O)cc1C,Hydrophilic;Hydrophilic;Hydrophilic;R6_aro0_2;,3.0,a99062908fb51d3e840def851483f114,R6;
*CC1=NC2=CC(F)=C(F)C=C2N1,*Cc1nc2cc(F)c(F)cc2[nH]1,NC(=[NH2+])c1ccc2nc(Cc3nc4cc(F)c(F)cc4[nH]3)[nH]c2c1,Hydrophilic;Hydrophilic;R5_aro1_2;R6_aro1_0;,5.153,46be50b3d07b84bb2aa6db98ef22e0a2,R5;R6;
*NC1=NC(C)=C2C=CC=CC2=N1,*Nc1nc(C)c2ccccc2n1,COCC1=C[C@H](O)N=C(Nc2nc(C)c3ccccc3n2)N1,Hydrophilic;R6_aro1_0;R6_aro1_2;,3.0,3865f2a7a88242f4682d151b705c9635,R6;R6;
*C1=NOC(C2=CC=C(F)C(F)=C2)=N1,*c1noc(-c2ccc(F)c(F)c2)n1,Fc1ccc(-c2nc(-c3cccc4cc[nH]c34)no2)cc1F,Hydrophilic;Hydrophilic;R5_aro1_3;R6_aro1_0;,7.276,c84e94d98661d332aae59976ae4b97c8,R5;R6;
*CNS(=O)(=O)C1=C(C)C2=CC=CC=C2N1,*CNS(=O)(=O)c1[nH]c2ccccc2c1C,Cc1c(S(=O)(=O)NCc2cccnc2)[nH]c2ccccc12,Hydrophilic;Hydrophilic;Hydrophilic;R5_aro1_1;R6_aro1_0;,4.276,33d30c68ad0873832995793d81f47c2e,R5;R6;
*NNS(=O)(=O)C1=CC=C(F)C=C1,*NNS(=O)(=O)c1ccc(F)cc1,O=S(=O)(NNc1ccc(Cl)nn1)c1ccc(F)cc1,Hydrophilic;Hydrophilic;Hydrophilic;Hydrophilic;Hydrophilic;R6_aro1_0;,5.408,c75ea732e0a60406ed6c8afc2b35b26c,R6;
*CNC(=O)C1=CC2=CC=CC=C2OC1,*CNC(=O)C1=Cc2ccccc2OC1,O=C(CCNC(=O)C1=Cc2ccccc2OC1)NCc1ccncc1,Hydrophilic;Hydrophilic;R6_aro0_1;R6_aro1_0;,3.969,3b6b164e95158339337a1cf26402b0fb,R6;R6;
*CC(=O)N1CCC2=CC=CC=C21,*CC(=O)N1CCc2ccccc21,O=C(CSc1cccc[n+]1[O-])N1CCc2ccccc21,Hydrophilic;R5_aro0_1;R6_aro1_0;,3.758,557acbef3aa3acdaeab7f5697a352f23,R5;R6;
*CNc1cccc(C(F)(F)F)c1C,*C(*)Nc1cccc(C(F)(F)F)c1C,CC(=O)c1cc2c(N)c(C(=O)Nc3cccc(C(F)(F)F)c3C)sc2nc1C,Hydrophilic;R6_aro1_0;,3.0,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
*CCN1CC(C)CNC1=O,*C(*)CN1CC(C)CNC1=O,C[C@H]1CNC(=O)N(C[C@H](O)Cn2c3ccc(F)cc3c3cc(F)ccc32)C1,Hydrophilic;R6_aro0_2;,3.0,aae78cb0eadc943b0811020482a401f8,R6;
*CNc1cc(Br)cc(C(F)(F)F)c1,*C(*)Nc1cc(Br)cc(C(F)(F)F)c1,CNC(=O)c1ccc(-c2ccc(NC(=O)Nc3cc(Br)cc(C(F)(F)F)c3)cc2)cn1,Hydrophilic;R6_aro1_0;,3.0,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
*CC(F)(F)c1cc(-c2ccccc2O)[nH]n1,*C(*)C(F)(F)c1cc(-c2ccccc2O)[nH]n1,Oc1ccccc1-c1cc(C(F)(F)C(F)F)n[nH]1,R5_aro1_2;R6_aro1_0;,4.276,a987486a3c4544dfa779e59a935ab255,R5;R6;
*CNC1CC1c1ccccc1,*C(*)NC1CC1c1ccccc1,COc1ccc(S(=O)(=O)N[C@@H](CCCNC(=O)N[C@@H]2C[C@@H]2c2ccccc2)C(=O)NO)cc1,Hydrophilic;R34_aro0_0;R6_aro1_0;,3.866,e8399662a55fba818baa9cfd8226a99d,R34;R6;
*NNC(=O)C1=CC=CC=C1,*NNC(=O)c1ccccc1,O=C(COC(=O)CCCNC1=NS(=O)(=O)c2ccccc21)NNC(=O)c1ccccc1,Hydrophilic;Hydrophilic;Hydrophilic;R6_aro1_0;,5.408,a4774e62d3b57a66b907818fc21b3a24,R6;
*C=CC1=CC=CC2=CC=CC=C12,*C=Cc1cccc2ccccc12,O=C(/C=C/c1cccc2ccccc12)Nc1ccc2c(c1)OCCO2,R6_aro1_0;R6_aro1_0;,2.598,8255f2af631be1fd7234d818ac826fbd,R6;R6;
*SCC1=CC=CC(C(F)(F)F)=C1,*SCc1cccc(C(F)(F)F)c1,FC(F)(F)c1cccc(CSc2ncnc3nc[nH]c23)c1,Hydrophilic;R6_aro1_0;,3.969,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
*NC1=NC2=NON=C2N=C1NC1=CC=CC(F)=C1F,*Nc1nc2nonc2nc1Nc1cccc(F)c1F,Fc1ccccc1Nc1nc2nonc2nc1Nc1cccc(F)c1F,Hydrophilic;Hydrophilic;Hydrophilic;Hydrophilic;R5_aro1_3;R6_aro1_0;R6_aro1_2;,6.675,d3115ab072fd473b64a2f9eea62aede9,R5;R6;R6;
*C1=NC2(CCC(C)CC2)NC1=O,*C1=NC2(CCC(C)CC2)NC1=O,C[C@H]1CC[C@]2(CC1)N=C(c1ccccc1)C(=O)N2,Hydrophilic;R5_aro0_2;R6_aro0_0;,2.776,811bcf56a508b3971840d2b073753315,R5;R6;
*CNc1c(O)ccc2ccccc12,*C(*)Nc1c(O)ccc2ccccc12,COc1ccc(NC(=O)Nc2c(O)ccc3ccccc23)cc1,Hydrophilic;R6_aro1_0;R6_aro1_0;,3.0,6aed7a82aabd5bac388083e21c40de9c,R6;R6;
*NNC(=O)C1=CNC2=C(F)C=CC=C2C1=O,*NNC(=O)c1c[nH]c2c(F)cccc2c1=O,COc1ccc(O)c(/C=N/NC(=O)c2c[nH]c3c(F)cccc3c2=O)c1,Hydrophilic;Hydrophilic;Hydrophilic;Hydrophilic;Hydrophilic;R6_aro1_0;R6_aro1_1;,5.408,ea380587daf50c5a6cee5bb881fe6953,R6;R6;
*NN=CC1=CC=CO1,*NN=Cc1ccco1,Cc1c(C(=O)N/N=C/c2ccco2)no[n+]1[O-],Hydrophilic;Hydrophilic;R5_aro1_1;,5.191,aff2f7aa4fa262721596dd4265c69582,R5;
*CNNc1cc(Cl)cc(Cl)c1,*C(*)NNc1cc(Cl)cc(Cl)c1,O=C(NNc1cc(Cl)cc(Cl)c1)c1c(F)cccc1Cl,Hydrophilic;Hydrophilic;R6_aro1_0;,3.969,84b6abffc38d02937536801a9cec433d,R6;
*CNc1cnn(Cc2ccc(F)cc2)c1,*C(*)Nc1cnn(Cc2ccc(F)cc2)c1,CS(=O)(=O)N1CCC[C@H](C(=O)Nc2cnn(Cc3ccc(F)cc3)c2)C1,Hydrophilic;Hydrophilic;R5_aro1_2;R6_aro1_0;,7.769,3d155f55678e92039e67258dd0c92ae6,R5;R6;
*CNC(=O)C1=CC(=O)C2=CC=C3C=CC=CC3=C2N1,*CNC(=O)c1cc(=O)c2ccc3ccccc3c2[nH]1,O=C(NCCN1CC[NH2+]CC1)c1cc(=O)c2ccc3ccccc3c2[nH]1,Hydrophilic;Hydrophilic;Hydrophilic;R6_aro1_0;R6_aro1_0;R6_aro1_1;,4.5,3359058c5e6d3185b7687fa415aaa8cd,R6;R6;R6;
*NC(=O)C1=CC=CC=N1,*NC(=O)c1ccccn1,CCCn1/c(=N/C(=O)c2ccccn2)[nH]c2cc(C(N)=O)cc(OC)c21,Hydrophilic;Hydrophilic;R6_aro1_1;,3.969,1d75d886b57502d50e94e130b64b01c4,R6;
*C1CC(CO)C(O)C1O,*C1CC(CO)C(O)C1O,Nc1nc2c(ncn2[C@@H]2C[C@@H](CO)[C@@H](O)[C@@H]2O)c(=O)[nH]1,R5_aro0_0;,0.0,179b088b53916d39b403d82eace06fa4,R5;
*CNC1CC2CCC1C2,*C(*)NC1CC2CCC1C2,O=C(N[C@@H]1C[C@H]2CC[C@@H]1C2)c1cc2c(Cl)cc(Cl)cc2[nH]1,Hydrophilic;R5_aro0_0;R5_aro0_0;,2.499,38cce8152f3feec2ebaa8fb954a3c7d1,R5;R5;
*CNc1cc(F)ccc1F,*C(*)Nc1cc(F)ccc1F,COc1ccccc1NC(=O)Nc1cc(F)ccc1F,Hydrophilic;Hydrophilic;Hydrophilic;R6_aro1_0;,3.0,62219924b2db24841fe2d77041e9c262,R6;
*NNC(=O)C1=CC2=CC=CC=C2C=N1,*NNC(=O)c1cc2ccccc2cn1,O=C([O-])CCC(=O)NNC(=O)c1cc2ccccc2cn1,Hydrophilic;Hydrophilic;Hydrophilic;R6_aro1_0;R6_aro1_1;,5.408,75d517a934683367a9864cd7bdb4f078,R6;R6;
*CCN1C(C)=CC2=CC=CC=C21,*CCn1c(C)cc2ccccc21,Cc1cc2ccccc2n1CCNC(=O)c1nc2ccc(F)cc2[nH]1,R5_aro1_1;R6_aro1_0;,2.331,cb719590dc2a6d1ceab308f878a19cc8,R5;R6;
*C[NH2+]CC1CCc2ccccc2N1,*C(*)[NH2+]CC1CCc2ccccc2N1,[NH3+]CC[C@@H](CN[C@H](CO)Cc1ccccc1)[NH2+]C[C@H]1CCc2ccccc2N1,Hydrophilic;R6_aro0_1;R6_aro1_0;,3.969,dcfc443bab37ae53c5a34748030f8448,R6;R6;
*CC(C)(O)C1=CC2=CC=CC=C2N1,*CC(C)(O)c1cc2ccccc2[nH]1,C[C@@](O)(CSc1ccc(Cl)cc1)c1cc2ccccc2[nH]1,R5_aro1_1;R6_aro1_0;,2.331,cb719590dc2a6d1ceab308f878a19cc8,R5;R6;
*CC(C)c1ccc(F)c(F)c1,*C(*)C(C)c1ccc(F)c(F)c1,C[C@H](c1ccc(F)c(F)c1)[C@@H](CS)C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)[O-],Hydrophilic;Hydrophilic;R6_aro1_0;,3.0,9de6ed144f9ba9230d86416991ae4e07,R6;
*NOCC1=CC=CC=C1C#N,*NOCc1ccccc1C#N,N#Cc1ccccc1CONC(=O)c1cc(Br)c(Br)[nH]1,Hydrophilic;Hydrophilic;Hydrophilic;R6_aro1_0;,5.408,45c302eb3476ddfc8ff76a170d833628,R6;
*NN=CC1=CC=CC=C1O,*NN=Cc1ccccc1O,Oc1ccccc1/C=N\NC(=S)Nc1ccc(F)cc1,Hydrophilic;Hydrophilic;R6_aro1_0;,5.408,84b6abffc38d02937536801a9cec433d,R6;
*Nc1nc(NC)c2nc[nH]c2n1,*CNc1nc(N*)nc2[nH]cnc12,N#Cc1cccc(Nc2nc(NCC(F)(F)F)c3nc[nH]c3n2)c1,Hydrophilic;Hydrophilic;R5_aro1_2;R6_aro1_2;,5.153,f2b90da6c79535e5f0e06318d97de320,R5;R6;
*CNc1nc(NC)nc2[nH]cnc12,*CNc1nc(N*)nc2[nH]cnc12,N#Cc1cccc(Nc2nc(NCC(F)(F)F)c3nc[nH]c3n2)c1,Hydrophilic;Hydrophilic;R5_aro1_2;R6_aro1_2;,5.153,f2b90da6c79535e5f0e06318d97de320,R5;R6;
*CNc1cccc(CF)c1,*C(*)Nc1cccc(CF)c1,CNc1cc(Oc2ccc(NC(=O)Nc3cccc(CF)c3)cc2)ncn1,Hydrophilic;Hydrophilic;R6_aro1_0;,3.969,9de6ed144f9ba9230d86416991ae4e07,R6;
*CNCc1ccc2c(c1)CCO2,*C(*)NCc1ccc2c(c1)CCO2,O=C(NCc1ccc2c(c1)CCO2)c1sc2c([N+](=O)[O-])cc(C(F)(F)F)cc2[n+]1[O-],Hydrophilic;R5_aro0_1;R6_aro1_0;,5.771,80c57365df0bb374196c94fc6f9f52de,R5;R6;
[*-]CCC1Sc2ccccc2NC1=O,*C([*-])CC1Sc2ccccc2NC1=O,O=C([O-])C[C@@H]1Sc2ccccc2NC1=O,Hydrophilic;R6_aro0_2;R6_aro1_0;,3.0,1bd90d7800107f0e36a26951490f2069,R6;R6;
*CCC1Sc2ccccc2NC1=O,*C([*-])CC1Sc2ccccc2NC1=O,O=C([O-])C[C@@H]1Sc2ccccc2NC1=O,Hydrophilic;R6_aro0_2;R6_aro1_0;,3.0,1bd90d7800107f0e36a26951490f2069,R6;R6;
*OC1=NC=NC2=C1N=C(C1=CC=CC3=CC=CC=C13)N2,*Oc1ncnc2[nH]c(-c3cccc4ccccc34)nc12,NS(=O)(=O)OC[C@@H]1C[C@@H](Oc2ncnc3[nH]c(-c4cccc5ccccc45)nc23)C[C@@H]1O,Hydrophilic;R5_aro1_2;R6_aro1_0;R6_aro1_0;R6_aro1_2;,5.003,1c89435570f79426e2f592064ddd005c,R5;R6;R6;R6;
*C1=CC2=CC(C)=CC=C2NC1=O,*c1cc2cc(C)ccc2[nH]c1=O,Cc1ccc2[nH]c(=O)c(-c3nc4ccccc4[nH]3)cc2c1,Hydrophilic;R6_aro1_0;R6_aro1_1;,3.0,3d74677f1ab17fc597bbdfd80893f970,R6;R6;
*NNS(=O)(=O)C1=CC=C(F)C(Cl)=C1,*NNS(=O)(=O)c1ccc(F)c(Cl)c1,Cc1cc(C)nc(NNS(=O)(=O)c2ccc(F)c(Cl)c2)n1,Hydrophilic;Hydrophilic;Hydrophilic;Hydrophilic;Hydrophilic;R6_aro1_0;,5.408,c75ea732e0a60406ed6c8afc2b35b26c,R6;
*CCC1CCCCC1,*C(*)CC1CCCCC1,C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)N[C@H](CO)CC1CCCCC1,R6_aro0_0;,0.0,f930717533ac9b1f27f5f064360b75a5,R6;
*CNCC1CC(F)(F)C1,*C(*)NCC1CC(F)(F)C1,O=C(NCC1CC(F)(F)C1)c1ccc[nH]1,Hydrophilic;R34_aro0_0;,3.556,51bc1ba17ff4053036b8b3912272cabb,R34;
*OC1CN(C(=O)C2=CC3=CC=CC=C3N2)C1,*OC1CN(C(=O)c2cc3ccccc3[nH]2)C1,Cc1cc(OC2CN(C(=O)c3cc4ccccc4[nH]3)C2)n2ncnc2n1,Hydrophilic;Hydrophilic;R34_aro0_1;R5_aro1_1;R6_aro1_0;,6.762,4f13f4a13a3296977d0fc3b04616c03a,R34;R5;R6;
*COC1=C(C(=O)NO)C=CC2=CC=CC=C12,*COc1c(C(=O)NO)ccc2ccccc12,O=C(NO)c1ccc2ccccc2c1OCc1ccc(Cl)c(Cl)c1,Hydrophilic;Hydrophilic;Hydrophilic;R6_aro1_0;R6_aro1_0;,3.969,989448b2dbcf2ba5c624bbdd609a6aa2,R6;R6;
*N1N=C2CCCCC2C1=O,*N1N=C2CCCCC2C1=O,CCCc1cc(=O)nc(N2N=C3CCCC[C@@H]3C2=O)[nH]1,Hydrophilic;R5_aro0_2;R6_aro0_0;,2.776,811bcf56a508b3971840d2b073753315,R5;R6;
*C1=CC2=CC(Br)=CC=C2OC1=O,*c1cc2cc(Br)ccc2oc1=O,O=Cc1c(-c2cc3cc(Br)ccc3oc2=O)[nH]c2ccccc12,Hydrophilic;R6_aro1_0;R6_aro1_1;,3.0,3d74677f1ab17fc597bbdfd80893f970,R6;R6;
*ONC(=O)C1=CC=NC2=CC=CC=C12,*ONC(=O)c1ccnc2ccccc12,O=C(CCCCCONC(=O)c1ccnc2ccccc12)NO,Hydrophilic;Hydrophilic;Hydrophilic;R6_aro1_0;R6_aro1_1;,5.408,75d517a934683367a9864cd7bdb4f078,R6;R6;
*NC1=CC=C2N=CSC2=C1,*Nc1ccc2ncsc2c1,C[NH+](C)CC(C)(C)CNC(=O)c1cccc(Nc2nccc(Nc3ccc4ncsc4c3)n2)c1,Hydrophilic;R5_aro1_2;R6_aro1_0;,5.153,a3a5fa67589303e983c08323d247148e,R5;R6;
*NC(=O)C1=CC=C2CCCCC2=C1,*NC(=O)c1ccc2c(c1)CCCC2,COc1ccc(NC(C)=O)cc1NC(=O)c1ccc2c(c1)CCCC2,Hydrophilic;Hydrophilic;R6_aro0_0;R6_aro1_0;,3.969,883e0715aec394626cc8b51171ff29e5,R6;R6;
*CNC(=O)c1cc(OC)cc(OC)c1,*C(*)NC(=O)c1cc(OC)cc(OC)c1,COc1cc(OC)cc(C(=O)NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2ccc[nH]2)c1,Hydrophilic;Hydrophilic;Hydrophilic;Hydrophilic;R6_aro1_0;,3.969,2a94e67e629aabc94303fbb22e70eb12,R6;
*N1CCC2=CC=CC=C2C1,*N1CCc2ccccc2C1,COc1cccc2[nH]c3c(N4CCc5ccccc5C4)ncnc3c12,R6_aro0_1;R6_aro1_0;,2.598,760b8affae5b5784388e535966781255,R6;R6;
*CNc1cc(C(F)(F)F)ccc1O,*C(*)Nc1cc(C(F)(F)F)ccc1O,COc1ccc(Cl)cc1C(=O)Nc1cc(C(F)(F)F)ccc1O,Hydrophilic;R6_aro1_0;,3.0,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
*NC1=C(NCC2=CC=CC=N2)C(=O)C1=O,*Nc1c(NCc2ccccn2)c(=O)c1=O,O=c1c(NCc2ccccn2)c(Nc2ccc(N3CCOCC3)cn2)c1=O,Hydrophilic;Hydrophilic;Hydrophilic;Hydrophilic;R34_aro1_0;R6_aro1_1;,6.443,eb92692dffdcd9ef931d5fc7b38d6376,R34;R6;
*CNC1CCCN(C(=O)OC)C1,*C(*)NC1CCCN(C(=O)OC)C1,COC(=O)N1CCC[C@H](NC(=O)C(=O)Nc2ccccc2)C1,Hydrophilic;Hydrophilic;Hydrophilic;R6_aro0_1;,3.969,6b70ace28e36087b8b4f6c8ae8e9a930,R6;
*CNCc1ccccc1CC,*C(*)NCc1ccccc1CC,CCc1ccccc1CNC(=O)Nc1cccc(C(=O)N(C)C)n1,Hydrophilic;R6_aro1_0;,3.969,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
*CNc1csc2ccccc12,*C(*)Nc1csc2ccccc12,O=C(Nc1ccc(F)c(Cl)c1)Nc1csc2ccccc12,Hydrophilic;R5_aro1_1;R6_aro1_0;,2.776,33f532b1673589c155f4c0497d54ee2b,R5;R6;
*C(=O)C1=CC2=CC(F)=C(F)C=C2N1,*C(=O)c1cc2cc(F)c(F)cc2[nH]1,O=C(c1cc2cc(F)c(F)cc2[nH]1)N1C[C@@H](CCl)c2c1ccc1[nH]ccc21,Hydrophilic;Hydrophilic;Hydrophilic;R5_aro1_1;R6_aro1_0;,5.153,64ddd88499c9b754b15760b98b2730c4,R5;R6;
