smi,seed_smi,ori_smi,component,diameter,hash_distance,comp2
*CNc1cncc(C(F)(F)F)c1,*C(*)Nc1cncc(C(F)(F)F)c1,CO[C@@H](C)c1c(NC(=O)Nc2cncc(C(F)(F)F)c2)cnc2cc(C)nn12,Hydrophilic;R6_aro1_1;,3.0,fc1eaecb733f46f7ff564f682ee7acc4,R6;
*CN(C)C(C)c1ccccc1,*C(*)N(C)C(C)c1ccccc1,C[C@H](c1ccccc1)N(C)C(=O)c1ccc[nH]1,Hydrophilic;R6_aro1_0;,3.969,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
*CNc1c2c(cc3c1CCC3)CCC2,*C(*)Nc1c2c(cc3c1CCC3)CCC2,CNC(=O)CNC(=O)Nc1c2c(cc3c1CCC3)CCC2,Hydrophilic;R5_aro0_0;R5_aro0_0;R6_aro1_0;,4.663,86c0194a180038489d1ae09bf942684d,R5;R5;R6;
*CNc1cc(C2CCCCC2)[nH]n1,*C(*)Nc1cc(C2CCCCC2)[nH]n1,CNc1nc(C)cc(C(=O)Nc2cc(C3CCCCC3)[nH]n2)n1,Hydrophilic;R5_aro1_2;R6_aro0_0;,4.276,1072888945c68ed3fe0cc8b14432057f,R5;R6;
*CCC1NC(=O)NC1=O,*CCC1NC(=O)NC1=O,CCC[C@H]1NC(=O)NC1=O,Hydrophilic;Hydrophilic;R5_aro0_2;,2.776,cab0c707f4572dd22d9b229feb8ed564,R5;
*NS(=O)(=O)C1=CC=C(C)C=C1,*NS(=O)(=O)c1ccc(C)cc1,Cc1ccc(S(=O)(=O)Nc2cccc3cc(O)[nH]c23)cc1,Hydrophilic;Hydrophilic;Hydrophilic;R6_aro1_0;,4.5,89073c97e3d39f55342f9b4e46366c8f,R6;
*CSC(=O)C1=CC=CC=C1,*CSC(=O)c1ccccc1,O=C(CSC(=O)c1ccccc1)NCCCCNC(=O)CSC(=O)c1ccccc1,Hydrophilic;Hydrophilic;R6_aro1_0;,3.969,9de6ed144f9ba9230d86416991ae4e07,R6;
*CC(O)c1ccc2ccccc2c1,*C([*+])C(O)c1ccc2ccccc2c1,N/C(=[NH+]\N=C\c1ccccc1)[C@@H](O)c1ccc2ccccc2c1,R6_aro1_0;R6_aro1_0;,2.598,8255f2af631be1fd7234d818ac826fbd,R6;R6;
[*+]CC(O)c1ccc2ccccc2c1,*C([*+])C(O)c1ccc2ccccc2c1,N/C(=[NH+]\N=C\c1ccccc1)[C@@H](O)c1ccc2ccccc2c1,R6_aro1_0;R6_aro1_0;,2.598,8255f2af631be1fd7234d818ac826fbd,R6;R6;
*CNC(=O)C1=NC2=CC=CC=C2N1,*CNC(=O)c1nc2ccccc2[nH]1,O=C(NCCCn1cccn1)c1nc2ccccc2[nH]1,Hydrophilic;Hydrophilic;R5_aro1_2;R6_aro1_0;,3.758,8b9c938270604205cf589b5fa78219fa,R5;R6;
*N1C(=O)OC(C2=CC=C(F)C=C2)C1O,*N1C(=O)OC(c2ccc(F)cc2)C1O,O=C1O[C@H](c2ccc(F)cc2)[C@@H](O)N1c1cccc(OS(=O)(=O)[O-])c1,Hydrophilic;Hydrophilic;R5_aro0_2;R6_aro1_0;,7.276,3b62e03ac0b47ab950fce204eb88d8a7,R5;R6;
*CNC(C)c1cccc(F)c1,*C(*)NC(C)c1cccc(F)c1,COc1n[nH]c2cc(NC(=O)N[C@H](C)c3cccc(F)c3)nc(CO)c12,Hydrophilic;Hydrophilic;R6_aro1_0;,3.969,9de6ed144f9ba9230d86416991ae4e07,R6;
*CC(C)N1NC2=CC=CC=C2C1=O,*CC(C)n1[nH]c2ccccc2c1=O,CC(=O)OC[C@@H](C)n1[nH]c2ccccc2c1=O,Hydrophilic;R5_aro1_2;R6_aro1_0;,2.776,fd5d3d2c0833a8ac27259d12d9c82df1,R5;R6;
*NC(=O)C1=NNC(C2=CC=C(F)C=C2C)=C1,*NC(=O)c1cc(-c2ccc(F)cc2C)[nH]n1,CC(=O)Nc1ccc(NC(=O)c2cc(-c3ccc(F)cc3C)[nH]n2)cc1,Hydrophilic;Hydrophilic;Hydrophilic;R5_aro1_2;R6_aro1_0;,7.276,bba062fb9b0b283b68c701d74af659ce,R5;R6;
*NC(=O)C1=CC2=CC=C(C(C)C)C=C2N1,*NC(=O)c1cc2ccc(C(C)C)cc2[nH]1,CC(C)c1ccc2cc(C(=O)Nc3ccc4c(c3)NC(=O)CO4)[nH]c2c1,Hydrophilic;Hydrophilic;R5_aro1_1;R6_aro1_0;,3.758,e5d89ff803e1b1d646270dc2cbcdbbfe,R5;R6;
*N1C=CC(=O)NC1=O,*n1ccc(=O)[nH]c1=O,COC(=O)c1scc(N)c1-n1ccc(=O)[nH]c1=O,Hydrophilic;Hydrophilic;R6_aro1_2;,3.0,98122e84fd12d5dcd40f3161bdd69073,R6;
*CNc1cc(Cl)ccc1Cl,*C(*)Nc1cc(Cl)ccc1Cl,O=C(Nc1ccc([N+](=O)[O-])cc1O)Nc1cc(Cl)ccc1Cl,Hydrophilic;R6_aro1_0;,3.0,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
[*+]CC(O)C1=CC=CC(Cl)=C1,[*+]CC(O)c1cccc(Cl)c1,O=C([O-])c1cc(Oc2cccc(CC[NH2+]C[C@H](O)c3cccc(Cl)c3)c2)ccc1F,R6_aro1_0;,0.0,73ed2c52819b12178180e74e5ccf386f,R6;
[*+]CC(O)C1=CC=C(O)C(O)=C1,[*+]CC(O)c1ccc(O)c(O)c1,Cc1ccc(NC(=O)OCCCC[C@@H](C)[NH2+]C[C@@H](O)c2ccc(O)c(O)c2)cc1,R6_aro1_0;,0.0,73ed2c52819b12178180e74e5ccf386f,R6;
*CNC(=O)C1NC2=CC=CC=C2C2C=CCC12,*CNC(=O)C1Nc2ccccc2C2C=CCC12,COC(=O)CNC(=O)[C@H]1Nc2ccccc2[C@H]2C=CC[C@@H]12,Hydrophilic;Hydrophilic;R5_aro0_0;R6_aro0_1;R6_aro1_0;,5.219,deaa72a36119544d5f49f9d7c91f9217,R5;R6;R6;
*CC(=C)C1=CC=C2C=CC=CC2=C1,*CC(=C)c1ccc2ccccc2c1,C=C(CC(=O)N(C)O)c1ccc2ccccc2c1,R6_aro1_0;R6_aro1_0;,2.598,8255f2af631be1fd7234d818ac826fbd,R6;R6;
*CNCc1ccccn1,*C(*)NCc1ccccn1,O=C(NCc1ccccn1)C(=O)Nc1ccccc1,Hydrophilic;R6_aro1_1;,3.969,fc1eaecb733f46f7ff564f682ee7acc4,R6;
*NC1=CC(C2=CC=CC=C2)=CC=C1O,*Nc1cc(-c2ccccc2)ccc1O,OCCNc1nc(Nc2cc(-c3ccccc3)ccc2O)nc(N2CCCC2)n1,Hydrophilic;R6_aro1_0;R6_aro1_0;,4.5,03b37bea1bae204085e4438084033b18,R6;R6;
*C=NNC1=NN=CC2=CC=CC=C12,*C=NNc1nncc2ccccc12,Oc1ccc(/C=N/Nc2nncc3ccccc23)cc1O,Hydrophilic;Hydrophilic;R6_aro1_0;R6_aro1_2;,3.969,91a8bafa224c63f02fe85d43f598e74d,R6;R6;
*C(=O)C1=CNC2=CC=CC(O)=C12,*C(=O)c1c[nH]c2cccc(O)c12,O=C(c1cc(O)c(O)c(O)c1)c1c[nH]c2cccc(O)c12,Hydrophilic;R5_aro1_1;R6_aro1_0;,3.758,d433330a82acd529602b8adb643ce42a,R5;R6;
*NC(=O)C1=CC=C(C(F)(F)F)C=C1,*NC(=O)c1ccc(C(F)(F)F)cc1,O=C([O-])Cc1cccc(NC(=O)c2ccc(C(F)(F)F)cc2)c1,Hydrophilic;Hydrophilic;R6_aro1_0;,3.969,9de6ed144f9ba9230d86416991ae4e07,R6;
*CNc1cccc2ccc(O)cc12,*C(*)Nc1cccc2ccc(O)cc12,COc1cccc(NC(=O)Nc2cccc3ccc(O)cc23)c1,Hydrophilic;R6_aro1_0;R6_aro1_0;,3.0,6aed7a82aabd5bac388083e21c40de9c,R6;R6;
*CNc1ccccc1N,*C(*)Nc1ccccc1N,Nc1ccccc1NC(=O)CCCCCNC(=O)c1ncn[nH]1,Hydrophilic;Hydrophilic;R6_aro1_0;,3.0,9de6ed144f9ba9230d86416991ae4e07,R6;
*CC(=O)C1=CC=C2C=CC=CC2=C1,*CC(=O)c1ccc2ccccc2c1,O=C(/C=C\N(O)Cc1ccccc1)c1ccc2ccccc2c1,Hydrophilic;R6_aro1_0;R6_aro1_0;,3.969,6aed7a82aabd5bac388083e21c40de9c,R6;R6;
*NC1=CC(C)=CC(C(F)(F)F)=C1,*Nc1cc(C)cc(C(F)(F)F)c1,Cc1cc(Nc2nccc(-c3nc(CO)cs3)n2)cc(C(F)(F)F)c1,Hydrophilic;R6_aro1_0;,3.0,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
*CC(O)c1cccc(C(F)(F)F)c1,*C(*)C(O)c1cccc(C(F)(F)F)c1,O=C(c1cccc(C(F)(F)F)c1)[C@H](O)c1cccc(C(F)(F)F)c1,R6_aro1_0;,0.0,73ed2c52819b12178180e74e5ccf386f,R6;
*NC(=O)C1=CC(CC)=CC=N1,*NC(=O)c1cc(CC)ccn1,CCc1ccnc(C(=O)Nc2cc3ccccc3cc2Oc2ccc(C(=O)[O-])c(C(=O)[O-])c2)c1,Hydrophilic;Hydrophilic;R6_aro1_1;,3.969,1d75d886b57502d50e94e130b64b01c4,R6;
*CNc1cnn2c1NCCC2,*C(*)Nc1cnn2c1NCCC2,O=C(Nc1ccc(Cl)c(F)c1)C(=O)Nc1cnn2c1NCCC2,Hydrophilic;R5_aro1_2;R6_aro0_2;,2.776,e403ac5206bef7830580a821ac8ba4f6,R5;R6;
*C1=CNC(C(O)C2=CC=C(C)C=C2C)=N1,*c1c[nH]c(C(O)c2ccc(C)cc2C)n1,Cc1ccc([C@H](O)c2nc(-c3ccccc3F)c[nH]2)c(C)c1,R5_aro1_2;R6_aro1_0;,5.003,33162fb684e7a66401bd8b79e05fb4ed,R5;R6;
*CC(=O)c1c(C)n(C)c2ccccc12,*C(*)C(=O)c1c(C)n(C)c2ccccc12,Cc1c(C(=O)C(=O)NCCc2ccc(S(N)(=O)=O)cc2)c2ccccc2n1C,Hydrophilic;R5_aro1_1;R6_aro1_0;,3.758,d433330a82acd529602b8adb643ce42a,R5;R6;
*CNc1cc(C)nc2cnccc12,*C(*)Nc1cc(C)nc2cnccc12,COc1cc(OC)c(NC(=O)Nc2cc(C)nc3cnccc23)cc1Cl,Hydrophilic;R6_aro1_1;R6_aro1_1;,3.0,15cb88217564e25d2f9271b0406d2e0a,R6;R6;
*NC(=O)C1=CC2=CC=C(C)C=C2N1,*NC(=O)c1cc2ccc(C)cc2[nH]1,Cc1ccc2cc(C(=O)Nc3cccc(C(N)=O)c3)[nH]c2c1,Hydrophilic;Hydrophilic;R5_aro1_1;R6_aro1_0;,3.758,e5d89ff803e1b1d646270dc2cbcdbbfe,R5;R6;
*CNc1nc(-c2cccc(N)c2)cs1,*C(*)Nc1nc(-c2cccc(N)c2)cs1,Nc1cccc(-c2csc(NC(=O)CCCCc3cc(C(=O)NO)no3)n2)c1,Hydrophilic;Hydrophilic;R5_aro1_2;R6_aro1_0;,6.333,1b574481e10dbaed35a0e91803556314,R5;R6;
*NC(=O)C1=CC=C(Cl)C(C(F)(F)F)=C1,*NC(=O)c1ccc(Cl)c(C(F)(F)F)c1,NC(=O)c1cc(Oc2ccc(NC(=O)c3ccc(Cl)c(C(F)(F)F)c3)cc2)ccc1N,Hydrophilic;Hydrophilic;R6_aro1_0;,3.969,9de6ed144f9ba9230d86416991ae4e07,R6;
*CN1C=C(C)C(=O)NC1=O,*Cn1cc(C)c(=O)[nH]c1=O,Cc1cn(Cc2ccc(CCC#N)cc2)c(=O)[nH]c1=O,Hydrophilic;Hydrophilic;R6_aro1_2;,3.0,98122e84fd12d5dcd40f3161bdd69073,R6;
*CC(=O)C1=CC=CC2=CC=CC=C12,*CC(=O)c1cccc2ccccc12,O=C(CC(=O)C(=O)[O-])CC(=O)c1cccc2ccccc12,Hydrophilic;R6_aro1_0;R6_aro1_0;,3.969,6aed7a82aabd5bac388083e21c40de9c,R6;R6;
*CNC1(c2cccc(F)c2)CC1,*C(*)NC1(c2cccc(F)c2)CC1,O=C(Nc1cccnc1)NC1(c2cccc(F)c2)CC1,Hydrophilic;Hydrophilic;R34_aro0_0;R6_aro1_0;,5.414,b0d5a6423d996c9a877384cefea9c3c2,R34;R6;
*CN(C)C1CCC1,*C(*)N(C)C1CCC1,CN(C(=O)CNC(=O)c1cc2cc(Cl)ccc2[nH]1)C1CCC1,Hydrophilic;R34_aro0_0;,2.561,e1b4085cf63ca2155f7dee4f9afdb466,R34;
*C(=O)C1=CC2=CC(O)=CC=C2N1,*C(=O)c1cc2cc(O)ccc2[nH]1,Cc1ccc2cc(C(=O)c3cc4cc(O)ccc4[nH]3)[nH]c2c1,Hydrophilic;R5_aro1_1;R6_aro1_0;,3.758,d433330a82acd529602b8adb643ce42a,R5;R6;
*CCc1ccc(C)c(C)c1,*C(*)Cc1ccc(C)c(C)c1,Cc1ccc(CC(=O)N=c2[nH]c3ccccc3[nH]2)cc1C,R6_aro1_0;,0.0,73ed2c52819b12178180e74e5ccf386f,R6;
*CNC1COc2ccccc21,*C(*)NC1COc2ccccc21,Nc1n[nH]c2cc(NC(=O)N[C@@H]3COc4ccccc43)ncc12,Hydrophilic;R5_aro0_1;R6_aro1_0;,2.776,905dafe4c6c67d9de619a53310ede054,R5;R6;
*NNS(=O)(=O)C1=CC=C(Cl)C=C1,*NNS(=O)(=O)c1ccc(Cl)cc1,O=S(=O)(NNc1cccc(Cl)n1)c1ccc(Cl)cc1,Hydrophilic;Hydrophilic;Hydrophilic;Hydrophilic;R6_aro1_0;,5.408,6bbe1631427f5f28e558da853eea461e,R6;
*C1=NC2=C(C(N)=O)C=C(F)C=C2N1,*c1nc2c(C(N)=O)cc(F)cc2[nH]1,NC(=O)c1cc(F)cc2[nH]c(-c3cc4c(o3)C[NH2+]CC4)nc12,Hydrophilic;Hydrophilic;Hydrophilic;R5_aro1_2;R6_aro1_0;,5.219,bcb14d002b88872cc261918730d0526f,R5;R6;
*NC(=O)C1=C(C)C(C(C)=O)=C(C)N1,*NC(=O)c1[nH]c(C)c(C(C)=O)c1C,CC(=O)c1c(C)[nH]c(C(=O)Nc2cc(C(=O)[O-])ccc2C)c1C,Hydrophilic;Hydrophilic;Hydrophilic;R5_aro1_1;,3.758,082e322d42d36e9814c977314e672097,R5;
*CCC1=CC=C2NC(C3=CC=CC=C3F)=CC2=C1,*CCc1ccc2[nH]c(-c3ccccc3F)cc2c1,O=C([O-])CCc1ccc2[nH]c(-c3ccccc3F)cc2c1,Hydrophilic;R5_aro1_1;R6_aro1_0;R6_aro1_0;,4.276,56f316ed87f98501eb5c93684c3c9caa,R5;R6;R6;
*CCc1nc(C)sc1NC,*C(*)Cc1nc(C)sc1NC(*)*,Cc1nc(CC(C)C)c(NC(=O)NCC[N@@H+]2CCCOCC2)s1,Hydrophilic;R5_aro1_2;,2.776,64405a246e1d78de81bf7966d0ca3563,R5;
*CNc1sc(C)nc1CC,*C(*)Cc1nc(C)sc1NC(*)*,Cc1nc(CC(C)C)c(NC(=O)NCC[N@@H+]2CCCOCC2)s1,Hydrophilic;R5_aro1_2;,2.776,64405a246e1d78de81bf7966d0ca3563,R5;
*S(=O)Cc1ccccc1NC,*C(*)Nc1ccccc1CS(*)=O,CC(=O)Nc1ccccc1C[S@](=O)c1nc2ccccc2[nH]1,Hydrophilic;Hydrophilic;R6_aro1_0;,3.969,84b6abffc38d02937536801a9cec433d,R6;
*CNc1ccccc1CS(C)=O,*C(*)Nc1ccccc1CS(*)=O,CC(=O)Nc1ccccc1C[S@](=O)c1nc2ccccc2[nH]1,Hydrophilic;Hydrophilic;R6_aro1_0;,3.969,84b6abffc38d02937536801a9cec433d,R6;
*CCC1=CC=CC=C1O,*CCc1ccccc1O,O=C(NCCc1ccccc1O)C(=O)Nc1ccc(Cl)cc1,R6_aro1_0;,0.0,73ed2c52819b12178180e74e5ccf386f,R6;
*CNc1cccc(C(F)F)c1,*C(*)Nc1cccc(C(F)F)c1,CNc1cc(Oc2ccc(NC(=O)Nc3cccc(C(F)F)c3)cc2)ncn1,Hydrophilic;R6_aro1_0;,3.0,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
*NNC(=O)C1=[N+]([O-])ON=C1C1=CC=CC=C1,*NNC(=O)c1c(-c2ccccc2)no[n+]1[O-],O=C([O-])c1ccc(/C=N/NC(=O)c2c(-c3ccccc3)no[n+]2[O-])cc1,Hydrophilic;Hydrophilic;Hydrophilic;R5_aro1_3;R6_aro1_0;,5.191,d3dcc7f59d569d5778b6844d2ab986eb,R5;R6;
*CNc1sc2ccccc2c1Cl,*C(*)Nc1sc2ccccc2c1Cl,NC(=O)COCCNC(=O)Nc1sc2ccccc2c1Cl,Hydrophilic;R5_aro1_1;R6_aro1_0;,2.776,33f532b1673589c155f4c0497d54ee2b,R5;R6;
*CC(=O)N1CCOC2=CC=CC=C21,*CC(=O)N1CCOc2ccccc21,O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCOc2ccccc21,Hydrophilic;R6_aro0_2;R6_aro1_0;,3.969,1bd90d7800107f0e36a26951490f2069,R6;R6;
*CNc1cc2ccccc2[nH]1,*C(*)Nc1cc2ccccc2[nH]1,C[C@H]1CNC(=O)c2cc3ccc(C(=O)Nc4cc5ccccc5[nH]4)cc3n21,Hydrophilic;R5_aro1_1;R6_aro1_0;,2.776,33f532b1673589c155f4c0497d54ee2b,R5;R6;
*COC(=O)C1=CC(=O)C2=CC=CC=C2N1,*COC(=O)c1cc(=O)c2ccccc2[nH]1,O=C(OC[C@H](O)[C@H]1OC([O-])=C(O)C1=O)c1cc(=O)c2ccccc2[nH]1,Hydrophilic;Hydrophilic;Hydrophilic;R6_aro1_0;R6_aro1_1;,3.969,27785f9fe7d0f80e5d03a1cbce39a672,R6;R6;
*CNc1ccc(OC)cc1C,*C(*)Nc1ccc(OC)cc1C,COc1ccc(NC(=O)Nc2ccccc2F)c(C)c1,Hydrophilic;Hydrophilic;R6_aro1_0;,3.0,9de6ed144f9ba9230d86416991ae4e07,R6;
*NC(=O)C1=C(C)C2=CC(OC)=CC=C2N1,*NC(=O)c1[nH]c2ccc(OC)cc2c1C,COc1ccc2[nH]c(C(=O)Nc3ccc(Cn4nc(C)c(CC(=O)[O-])c4C)cc3)c(C)c2c1,Hydrophilic;Hydrophilic;Hydrophilic;R5_aro1_1;R6_aro1_0;,5.153,45522b0a19ccc16863cf0269ea3c5c12,R5;R6;
*C=CC1=CNC2=CC=CC=C12,*C=Cc1c[nH]c2ccccc12,O=C(/C=C/c1c[nH]c2ccccc12)N/C=C\c1c[nH]c2ccccc12,R5_aro1_1;R6_aro1_0;,2.331,cb719590dc2a6d1ceab308f878a19cc8,R5;R6;
*COCC1=CNC(=O)NC1=O,*COCc1c[nH]c(=O)[nH]c1=O,O=c1[nH]cc(COCCO)c(=O)[nH]1,Hydrophilic;Hydrophilic;Hydrophilic;R6_aro1_2;,3.969,dd8937bb5285141617aeae9ce07f32f7,R6;
*NC(=O)C12CC1C(=NO)C1=CC=CC=C1O2,*NC(=O)C12CC1C(=NO)c1ccccc1O2,O=C(Nc1ccccn1)[C@]12C[C@H]1/C(=N\O)c1ccccc1O2,Hydrophilic;Hydrophilic;Hydrophilic;R34_aro0_0;R6_aro0_1;R6_aro1_0;,4.33,c819c33d19145ffda9a1986dac31759c,R34;R6;R6;
*CC(O)C1=CC=CC=C1Cl,*CC(O)c1ccccc1Cl,O=C(C[C@@H](O)c1ccccc1Cl)NO,R6_aro1_0;,0.0,73ed2c52819b12178180e74e5ccf386f,R6;
*COC1=CC=CC=C1F,*COc1ccccc1F,O=C(COc1ccccc1F)N[C@@H](CO)[C@@H](O)c1ccccn1,Hydrophilic;Hydrophilic;R6_aro1_0;,3.0,9de6ed144f9ba9230d86416991ae4e07,R6;
*CC(O)C1=CC(F)=CC=C1OC,*CC(O)c1cc(F)ccc1OC,COc1ccc(F)cc1[C@H](O)CC(=O)NO,Hydrophilic;Hydrophilic;R6_aro1_0;,3.0,9de6ed144f9ba9230d86416991ae4e07,R6;
*CCC1(C)CC(=O)N(NC)C1=O,*CCC1(C)CC(=O)N(N*)C1=O,CCC[C@]1(C)CC(=O)N(Nc2ccc(Cl)cc2Cl)C1=O,Hydrophilic;Hydrophilic;Hydrophilic;R5_aro0_1;,2.776,ed81ab6f16ac9b5cc7bc085dc54507d6,R5;
*NN1C(=O)CC(C)(CC)C1=O,*CCC1(C)CC(=O)N(N*)C1=O,CCC[C@]1(C)CC(=O)N(Nc2ccc(Cl)cc2Cl)C1=O,Hydrophilic;Hydrophilic;Hydrophilic;R5_aro0_1;,2.776,ed81ab6f16ac9b5cc7bc085dc54507d6,R5;
*CSC1=NNC(C2=CC=CC=C2N)=N1,*CSc1n[nH]c(-c2ccccc2N)n1,Nc1ccccc1-c1nc(SCC(=O)Nc2ccccc2Cl)n[nH]1,Hydrophilic;Hydrophilic;R5_aro1_3;R6_aro1_0;,4.276,27b5854ba85a59e2af0e3002c41b0c87,R5;R6;
*CNc1ccc(Cl)c(F)c1,*C(*)Nc1ccc(Cl)c(F)c1,C[NH+]1CCC(NC(=O)C(=O)Nc2ccc(Cl)c(F)c2)CC1,Hydrophilic;Hydrophilic;R6_aro1_0;,3.0,9de6ed144f9ba9230d86416991ae4e07,R6;
*CC(=O)C1=NC2=CC=CC=C2N1,*CC(=O)c1nc2ccccc2[nH]1,O=C(/C=C/c1cccc(Cl)c1)c1nc2ccccc2[nH]1,Hydrophilic;R5_aro1_2;R6_aro1_0;,3.758,861f7a962a013d535cf6f9b1f2103a3c,R5;R6;
*NNC(=O)C1=CC=C(Br)C=C1,*NNC(=O)c1ccc(Br)cc1,O=C(N/N=C1\Nc2cccc3cccc1c23)c1ccc(Br)cc1,Hydrophilic;Hydrophilic;Hydrophilic;R6_aro1_0;,5.408,a4774e62d3b57a66b907818fc21b3a24,R6;
*CNC1CCCCCC1,*C(*)NC1CCCCCC1,O=C(NC1CCCCCC1)c1cc2ccccc2[nH]1,Hydrophilic;R78_aro0_0;,3.229,87937fdaa2f6e171d6662a727be37b21,R78;
*C=CC1=CC=CC=C1F,*C=Cc1ccccc1F,C[C@H](NC(=O)/C=C/c1ccccc1F)c1ccc2c(c1)NCCO2,Hydrophilic;R6_aro1_0;,3.0,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
*C=CC1=CC=C(OC)C(O)=C1,*C=Cc1ccc(OC)c(O)c1,COc1ccc(/C=C/C(=O)NCCCCNC(=O)/C=C/c2ccc(OC)c(O)c2)cc1O,Hydrophilic;R6_aro1_0;,3.0,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
*CNC(C)c1ccc(F)c(F)c1,*C(*)NC(C)c1ccc(F)c(F)c1,COc1n[nH]c2cc(NC(=O)N[C@@H](C)c3ccc(F)c(F)c3)ncc12,Hydrophilic;Hydrophilic;Hydrophilic;R6_aro1_0;,3.969,62219924b2db24841fe2d77041e9c262,R6;
*CSC1=NC2=CC(Cl)=C(Cl)C=C2N1,*CSc1nc2cc(Cl)c(Cl)cc2[nH]1,O=C([O-])CCSc1nc2cc(Cl)c(Cl)cc2[nH]1,Hydrophilic;R5_aro1_2;R6_aro1_0;,2.776,fd5d3d2c0833a8ac27259d12d9c82df1,R5;R6;
*CNc1cccc(C(F)F)c1Cl,*C(*)Nc1cccc(C(F)F)c1Cl,CC(=O)Nc1cccc(C(F)F)c1Cl,Hydrophilic;R6_aro1_0;,3.0,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
*C1=NNC(C2=C(Cl)C=CC=C2Cl)C1,*C1=NNC(c2c(Cl)cccc2Cl)C1,COc1ccc(C2=NN[C@H](c3c(Cl)cccc3Cl)C2)cc1OC,R5_aro0_2;R6_aro1_0;,4.276,0f29151134bcd6b73d5583a6c5dabf14,R5;R6;
*CNc1ccc(OC)c(Cl)c1,*C(*)Nc1ccc(OC)c(Cl)c1,COc1ccc(NC(=O)Nc2ccccc2F)cc1Cl,Hydrophilic;Hydrophilic;R6_aro1_0;,3.0,9de6ed144f9ba9230d86416991ae4e07,R6;
*CC(=O)C1=CC=C(Cl)C=C1,*CC(=O)c1ccc(Cl)cc1,Cc1ccc(C)c(NCC(=O)c2ccc(Cl)cc2)c1,Hydrophilic;R6_aro1_0;,3.969,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
*C=CC1=CC=CC=C1Br,*C=Cc1ccccc1Br,O=C(/C=C/c1ccccc1Br)c1nc2ccccc2[nH]1,R6_aro1_0;,0.0,73ed2c52819b12178180e74e5ccf386f,R6;
*CNC1CCCC1,*C(*)NC1CCCC1,O=C(Nc1nccs1)C(=O)NC1CCCC1,Hydrophilic;R5_aro0_0;,2.776,af106c6d69a190d6f4e7d7e35014c5d9,R5;
*CCc1c(C=O)[nH]c2ccccc12,*CCc1c(C(*)=O)[nH]c2ccccc12,COC(=O)NCCc1c(C(=O)c2ccc(Cl)cc2)[nH]c2ccccc12,Hydrophilic;R5_aro1_1;R6_aro1_0;,3.758,d433330a82acd529602b8adb643ce42a,R5;R6;
*C(=O)c1[nH]c2ccccc2c1CC,*CCc1c(C(*)=O)[nH]c2ccccc12,COC(=O)NCCc1c(C(=O)c2ccc(Cl)cc2)[nH]c2ccccc12,Hydrophilic;R5_aro1_1;R6_aro1_0;,3.758,d433330a82acd529602b8adb643ce42a,R5;R6;
*CCC1=NC2=CC=CC=C2N1,*CCc1nc2ccccc2[nH]1,[NH3+]CCC[C@H](NC(=O)CCc1nc2ccccc2[nH]1)C(=O)N1CCC[C@H]1C(=O)[O-],R5_aro1_2;R6_aro1_0;,2.331,2c57d8d939045b26691d8d11af6d26d7,R5;R6;
*NC(=O)C1=CC=CC2=C1NC=C2,*NC(=O)c1cccc2cc[nH]c12,N#Cc1ccc(NC(=O)c2cccc3cc[nH]c23)c(Cl)c1,Hydrophilic;Hydrophilic;R5_aro1_1;R6_aro1_0;,5.219,46526393ea29341d9dacf5cab067464a,R5;R6;
*c1cc(C(C)(F)F)[nH]n1,*c1cc(C(F)(F)C(*)(*)*)[nH]n1,Oc1ccccc1-c1cc(C(F)(F)C(F)(F)F)[nH]n1,R5_aro1_2;,0.0,094d22b6790800535bd48e3753a551eb,R5;
*CC(F)(F)c1cc(C)n[nH]1,*c1cc(C(F)(F)C(*)(*)*)[nH]n1,Oc1ccccc1-c1cc(C(F)(F)C(F)(F)F)[nH]n1,R5_aro1_2;,0.0,094d22b6790800535bd48e3753a551eb,R5;
*C(=O)C1=CC2=C(OC)C=CC=C2N1,*C(=O)c1cc2c(OC)cccc2[nH]1,COc1cccc2[nH]c(C(=O)N3CCNC[C@H]3C(N)=O)cc12,Hydrophilic;Hydrophilic;R5_aro1_1;R6_aro1_0;,3.799,3b6efbd6651d97d92576252b9748606c,R5;R6;
*CNc1nc(-c2cccc(C(F)(F)F)c2F)cs1,*C(*)Nc1nc(-c2cccc(C(F)(F)F)c2F)cs1,Cn1c(=O)c2c(CC(=O)Nc3nc(-c4cccc(C(F)(F)F)c4F)cs3)nsc2n(C)c1=O,Hydrophilic;Hydrophilic;R5_aro1_2;R6_aro1_0;,4.276,1b574481e10dbaed35a0e91803556314,R5;R6;
*CNc1ccc(C)c(Cl)c1,*C(*)Nc1ccc(C)c(Cl)c1,Cc1ccc(NC(=O)CSc2n[nH]c(-c3cccnc3)n2)cc1Cl,Hydrophilic;R6_aro1_0;,3.0,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
